Harga Pangan di Tingkat Produsen Provinsi,,,,,
,,,,,
Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga
18,Lampung,Cabai Rawit Merah Tingkat Petani,2023,Desember,Rp56.607
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2023,Desember,Rp66.168
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2023,Desember,Rp68.383
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2023,Desember,Rp67.207
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2023,Desember,Rp65.224
36,Banten,Cabai Rawit Merah Tingkat Petani,2023,Desember,Rp65.943
51,Bali,Cabai Rawit Merah Tingkat Petani,2023,Desember,Rp67.491
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2023,Desember,Rp57.054
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2023,Desember,Rp38.333
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2023,Desember,Rp62.931
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2023,Desember,-
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2023,Desember,Rp71.507
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2023,Desember,Rp101.429
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2023,Desember,Rp79.793
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2023,Desember,Rp56.980
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2023,Desember,Rp101.047
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2023,Desember,-
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2023,Desember,-
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp52.731
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp41.567
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp49.395
14,Riau,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,-
15,Jambi,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp48.107
16,Sumatera Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp40.000
17,Bengkulu,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp56.667
18,Lampung,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp52.640
32,Jawa Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp49.636
33,Jawa Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp48.844
34,D.I Yogyakarta,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,-
35,Jawa Timur,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp62.361
36,Banten,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,-
51,Bali,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp47.904
52,Nusa Tenggara Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp49.813
53,Nusa Tenggara Timur,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp48.566
61,Kalimantan Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,-
62,Kalimantan Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp55.020
63,Kalimantan Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,-
71,Sulawesi Utara,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,-
72,Sulawesi Tengah,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,-
73,Sulawesi Selatan,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp55.189
74,Sulawesi Tenggara,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp50.540
75,Gorontalo,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,Rp51.363
76,Sulawesi Barat,Sapi Hidup (Tingkat Peternak/RPH),2023,Desember,-
11,Aceh,Ayam Ras Pedaging,2023,Desember,-
12,Sumatera Utara,Ayam Ras Pedaging,2023,Desember,Rp20.452
13,Sumatera Barat,Ayam Ras Pedaging,2023,Desember,Rp20.897
14,Riau,Ayam Ras Pedaging,2023,Desember,Rp19.029
15,Jambi,Ayam Ras Pedaging,2023,Desember,Rp29.207
16,Sumatera Selatan,Ayam Ras Pedaging,2023,Desember,Rp19.295
17,Bengkulu,Ayam Ras Pedaging,2023,Desember,-
18,Lampung,Ayam Ras Pedaging,2023,Desember,Rp21.586
32,Jawa Barat,Ayam Ras Pedaging,2023,Desember,Rp21.660
33,Jawa Tengah,Ayam Ras Pedaging,2023,Desember,Rp18.750
34,D.I Yogyakarta,Ayam Ras Pedaging,2023,Desember,-
35,Jawa Timur,Ayam Ras Pedaging,2023,Desember,Rp21.157
36,Banten,Ayam Ras Pedaging,2023,Desember,Rp20.673
51,Bali,Ayam Ras Pedaging,2023,Desember,Rp21.967
52,Nusa Tenggara Barat,Ayam Ras Pedaging,2023,Desember,Rp25.000
53,Nusa Tenggara Timur,Ayam Ras Pedaging,2023,Desember,Rp26.821
61,Kalimantan Barat,Ayam Ras Pedaging,2023,Desember,-
62,Kalimantan Tengah,Ayam Ras Pedaging,2023,Desember,-
63,Kalimantan Selatan,Ayam Ras Pedaging,2023,Desember,Rp27.887
71,Sulawesi Utara,Ayam Ras Pedaging,2023,Desember,-
72,Sulawesi Tengah,Ayam Ras Pedaging,2023,Desember,-
73,Sulawesi Selatan,Ayam Ras Pedaging,2023,Desember,Rp21.031
74,Sulawesi Tenggara,Ayam Ras Pedaging,2023,Desember,-
75,Gorontalo,Ayam Ras Pedaging,2023,Desember,-
76,Sulawesi Barat,Ayam Ras Pedaging,2023,Desember,-
11,Aceh,Telur Ayam Ras,2023,Desember,-
12,Sumatera Utara,Telur Ayam Ras,2023,Desember,Rp22.982
13,Sumatera Barat,Telur Ayam Ras,2023,Desember,Rp24.127
14,Riau,Telur Ayam Ras,2023,Desember,-
15,Jambi,Telur Ayam Ras,2023,Desember,Rp24.000
16,Sumatera Selatan,Telur Ayam Ras,2023,Desember,Rp23.204
17,Bengkulu,Telur Ayam Ras,2023,Desember,-
18,Lampung,Telur Ayam Ras,2023,Desember,Rp25.493
32,Jawa Barat,Telur Ayam Ras,2023,Desember,Rp24.233
33,Jawa Tengah,Telur Ayam Ras,2023,Desember,Rp23.812
34,D.I Yogyakarta,Telur Ayam Ras,2023,Desember,Rp24.020
35,Jawa Timur,Telur Ayam Ras,2023,Desember,Rp23.516
36,Banten,Telur Ayam Ras,2023,Desember,Rp21.793
51,Bali,Telur Ayam Ras,2023,Desember,Rp22.201
52,Nusa Tenggara Barat,Telur Ayam Ras,2023,Desember,Rp25.000
53,Nusa Tenggara Timur,Telur Ayam Ras,2023,Desember,Rp25.685
61,Kalimantan Barat,Telur Ayam Ras,2023,Desember,Rp25.942
62,Kalimantan Tengah,Telur Ayam Ras,2023,Desember,-
63,Kalimantan Selatan,Telur Ayam Ras,2023,Desember,Rp26.284
71,Sulawesi Utara,Telur Ayam Ras,2023,Desember,Rp25.354
72,Sulawesi Tengah,Telur Ayam Ras,2023,Desember,-
73,Sulawesi Selatan,Telur Ayam Ras,2023,Desember,Rp22.830
74,Sulawesi Tenggara,Telur Ayam Ras,2023,Desember,-
75,Gorontalo,Telur Ayam Ras,2023,Desember,-
76,Sulawesi Barat,Telur Ayam Ras,2023,Desember,-
11,Aceh,GKP Tk. Petani,2024,Januari,Rp6.745
12,Sumatera Utara,GKP Tk. Petani,2024,Januari,Rp6.315
13,Sumatera Barat,GKP Tk. Petani,2024,Januari,Rp7.185
14,Riau,GKP Tk. Petani,2024,Januari,-
15,Jambi,GKP Tk. Petani,2024,Januari,Rp6.663
16,Sumatera Selatan,GKP Tk. Petani,2024,Januari,Rp6.633
17,Bengkulu,GKP Tk. Petani,2024,Januari,-
18,Lampung,GKP Tk. Petani,2024,Januari,Rp6.480
32,Jawa Barat,GKP Tk. Petani,2024,Januari,Rp6.902
33,Jawa Tengah,GKP Tk. Petani,2024,Januari,Rp7.071
34,D.I Yogyakarta,GKP Tk. Petani,2024,Januari,Rp6.604
35,Jawa Timur,GKP Tk. Petani,2024,Januari,Rp6.939
36,Banten,GKP Tk. Petani,2024,Januari,Rp6.590
51,Bali,GKP Tk. Petani,2024,Januari,Rp6.893
52,Nusa Tenggara Barat,GKP Tk. Petani,2024,Januari,Rp6.537
53,Nusa Tenggara Timur,GKP Tk. Petani,2024,Januari,Rp7.000
61,Kalimantan Barat,GKP Tk. Petani,2024,Januari,Rp5.766
62,Kalimantan Tengah,GKP Tk. Petani,2024,Januari,-
63,Kalimantan Selatan,GKP Tk. Petani,2024,Januari,Rp6.612
71,Sulawesi Utara,GKP Tk. Petani,2024,Januari,-
72,Sulawesi Tengah,GKP Tk. Petani,2024,Januari,-
73,Sulawesi Selatan,GKP Tk. Petani,2024,Januari,Rp6.629
74,Sulawesi Tenggara,GKP Tk. Petani,2024,Januari,Rp6.430
75,Gorontalo,GKP Tk. Petani,2024,Januari,-
76,Sulawesi Barat,GKP Tk. Petani,2024,Januari,Rp7.037
11,Aceh,GKP Tk. Penggilingan,2024,Januari,Rp6.960
12,Sumatera Utara,GKP Tk. Penggilingan,2024,Januari,Rp6.566
13,Sumatera Barat,GKP Tk. Penggilingan,2024,Januari,Rp7.527
14,Riau,GKP Tk. Penggilingan,2024,Januari,-
15,Jambi,GKP Tk. Penggilingan,2024,Januari,Rp6.800
16,Sumatera Selatan,GKP Tk. Penggilingan,2024,Januari,-
17,Bengkulu,GKP Tk. Penggilingan,2024,Januari,-
18,Lampung,GKP Tk. Penggilingan,2024,Januari,Rp7.100
32,Jawa Barat,GKP Tk. Penggilingan,2024,Januari,Rp7.233
33,Jawa Tengah,GKP Tk. Penggilingan,2024,Januari,Rp7.420
34,D.I Yogyakarta,GKP Tk. Penggilingan,2024,Januari,Rp6.869
35,Jawa Timur,GKP Tk. Penggilingan,2024,Januari,Rp7.316
36,Banten,GKP Tk. Penggilingan,2024,Januari,Rp7.005
51,Bali,GKP Tk. Penggilingan,2024,Januari,Rp7.080
52,Nusa Tenggara Barat,GKP Tk. Penggilingan,2024,Januari,Rp6.987
53,Nusa Tenggara Timur,GKP Tk. Penggilingan,2024,Januari,Rp6.800
61,Kalimantan Barat,GKP Tk. Penggilingan,2024,Januari,Rp5.978
62,Kalimantan Tengah,GKP Tk. Penggilingan,2024,Januari,-
63,Kalimantan Selatan,GKP Tk. Penggilingan,2024,Januari,Rp7.242
71,Sulawesi Utara,GKP Tk. Penggilingan,2024,Januari,-
72,Sulawesi Tengah,GKP Tk. Penggilingan,2024,Januari,-
73,Sulawesi Selatan,GKP Tk. Penggilingan,2024,Januari,Rp7.134
74,Sulawesi Tenggara,GKP Tk. Penggilingan,2024,Januari,Rp6.705
75,Gorontalo,GKP Tk. Penggilingan,2024,Januari,-
76,Sulawesi Barat,GKP Tk. Penggilingan,2024,Januari,Rp7.260
11,Aceh,GKG Tk. Penggilingan,2024,Januari,Rp7.411
12,Sumatera Utara,GKG Tk. Penggilingan,2024,Januari,Rp7.404
13,Sumatera Barat,GKG Tk. Penggilingan,2024,Januari,Rp7.806
14,Riau,GKG Tk. Penggilingan,2024,Januari,-
15,Jambi,GKG Tk. Penggilingan,2024,Januari,Rp7.627
16,Sumatera Selatan,GKG Tk. Penggilingan,2024,Januari,-
17,Bengkulu,GKG Tk. Penggilingan,2024,Januari,-
18,Lampung,GKG Tk. Penggilingan,2024,Januari,Rp7.912
32,Jawa Barat,GKG Tk. Penggilingan,2024,Januari,Rp8.303
33,Jawa Tengah,GKG Tk. Penggilingan,2024,Januari,Rp8.192
34,D.I Yogyakarta,GKG Tk. Penggilingan,2024,Januari,Rp7.841
35,Jawa Timur,GKG Tk. Penggilingan,2024,Januari,Rp8.103
36,Banten,GKG Tk. Penggilingan,2024,Januari,Rp7.735
51,Bali,GKG Tk. Penggilingan,2024,Januari,Rp7.004
52,Nusa Tenggara Barat,GKG Tk. Penggilingan,2024,Januari,Rp7.916
53,Nusa Tenggara Timur,GKG Tk. Penggilingan,2024,Januari,Rp7.464
61,Kalimantan Barat,GKG Tk. Penggilingan,2024,Januari,Rp6.790
62,Kalimantan Tengah,GKG Tk. Penggilingan,2024,Januari,Rp7.615
63,Kalimantan Selatan,GKG Tk. Penggilingan,2024,Januari,Rp7.901
71,Sulawesi Utara,GKG Tk. Penggilingan,2024,Januari,-
72,Sulawesi Tengah,GKG Tk. Penggilingan,2024,Januari,-
73,Sulawesi Selatan,GKG Tk. Penggilingan,2024,Januari,Rp7.642
74,Sulawesi Tenggara,GKG Tk. Penggilingan,2024,Januari,Rp6.976
75,Gorontalo,GKG Tk. Penggilingan,2024,Januari,-
76,Sulawesi Barat,GKG Tk. Penggilingan,2024,Januari,-
11,Aceh,Beras Medium Tingkat Penggilingan,2024,Januari,Rp12.272
12,Sumatera Utara,Beras Medium Tingkat Penggilingan,2024,Januari,Rp13.014
13,Sumatera Barat,Beras Medium Tingkat Penggilingan,2024,Januari,Rp13.714
14,Riau,Beras Medium Tingkat Penggilingan,2024,Januari,-
15,Jambi,Beras Medium Tingkat Penggilingan,2024,Januari,Rp13.024
16,Sumatera Selatan,Beras Medium Tingkat Penggilingan,2024,Januari,Rp12.294
17,Bengkulu,Beras Medium Tingkat Penggilingan,2024,Januari,-
18,Lampung,Beras Medium Tingkat Penggilingan,2024,Januari,Rp12.523
32,Jawa Barat,Beras Medium Tingkat Penggilingan,2024,Januari,Rp12.875
33,Jawa Tengah,Beras Medium Tingkat Penggilingan,2024,Januari,Rp12.676
34,D.I Yogyakarta,Beras Medium Tingkat Penggilingan,2024,Januari,Rp12.977
35,Jawa Timur,Beras Medium Tingkat Penggilingan,2024,Januari,Rp12.196
36,Banten,Beras Medium Tingkat Penggilingan,2024,Januari,Rp11.208
51,Bali,Beras Medium Tingkat Penggilingan,2024,Januari,Rp13.059
52,Nusa Tenggara Barat,Beras Medium Tingkat Penggilingan,2024,Januari,Rp12.161
53,Nusa Tenggara Timur,Beras Medium Tingkat Penggilingan,2024,Januari,Rp12.295
61,Kalimantan Barat,Beras Medium Tingkat Penggilingan,2024,Januari,Rp12.599
62,Kalimantan Tengah,Beras Medium Tingkat Penggilingan,2024,Januari,Rp13.104
63,Kalimantan Selatan,Beras Medium Tingkat Penggilingan,2024,Januari,Rp11.869
71,Sulawesi Utara,Beras Medium Tingkat Penggilingan,2024,Januari,-
72,Sulawesi Tengah,Beras Medium Tingkat Penggilingan,2024,Januari,Rp11.753
73,Sulawesi Selatan,Beras Medium Tingkat Penggilingan,2024,Januari,Rp11.991
74,Sulawesi Tenggara,Beras Medium Tingkat Penggilingan,2024,Januari,Rp11.792
75,Gorontalo,Beras Medium Tingkat Penggilingan,2024,Januari,Rp11.228
76,Sulawesi Barat,Beras Medium Tingkat Penggilingan,2024,Januari,-
11,Aceh,Beras Premium Tingkat Penggilingan,2024,Januari,Rp13.168
12,Sumatera Utara,Beras Premium Tingkat Penggilingan,2024,Januari,Rp13.536
13,Sumatera Barat,Beras Premium Tingkat Penggilingan,2024,Januari,Rp14.724
14,Riau,Beras Premium Tingkat Penggilingan,2024,Januari,-
15,Jambi,Beras Premium Tingkat Penggilingan,2024,Januari,Rp14.612
16,Sumatera Selatan,Beras Premium Tingkat Penggilingan,2024,Januari,Rp12.269
17,Bengkulu,Beras Premium Tingkat Penggilingan,2024,Januari,-
18,Lampung,Beras Premium Tingkat Penggilingan,2024,Januari,Rp13.393
32,Jawa Barat,Beras Premium Tingkat Penggilingan,2024,Januari,Rp13.869
33,Jawa Tengah,Beras Premium Tingkat Penggilingan,2024,Januari,Rp13.813
34,D.I Yogyakarta,Beras Premium Tingkat Penggilingan,2024,Januari,Rp13.877
35,Jawa Timur,Beras Premium Tingkat Penggilingan,2024,Januari,Rp13.242
36,Banten,Beras Premium Tingkat Penggilingan,2024,Januari,Rp13.311
51,Bali,Beras Premium Tingkat Penggilingan,2024,Januari,Rp13.732
52,Nusa Tenggara Barat,Beras Premium Tingkat Penggilingan,2024,Januari,Rp13.437
53,Nusa Tenggara Timur,Beras Premium Tingkat Penggilingan,2024,Januari,Rp14.500
61,Kalimantan Barat,Beras Premium Tingkat Penggilingan,2024,Januari,Rp12.000
62,Kalimantan Tengah,Beras Premium Tingkat Penggilingan,2024,Januari,Rp16.600
63,Kalimantan Selatan,Beras Premium Tingkat Penggilingan,2024,Januari,Rp15.772
71,Sulawesi Utara,Beras Premium Tingkat Penggilingan,2024,Januari,-
72,Sulawesi Tengah,Beras Premium Tingkat Penggilingan,2024,Januari,-
73,Sulawesi Selatan,Beras Premium Tingkat Penggilingan,2024,Januari,Rp13.032
74,Sulawesi Tenggara,Beras Premium Tingkat Penggilingan,2024,Januari,Rp12.449
75,Gorontalo,Beras Premium Tingkat Penggilingan,2024,Januari,Rp12.280
76,Sulawesi Barat,Beras Premium Tingkat Penggilingan,2024,Januari,-
11,Aceh,Jagung Pipilan Kering Tingkat Petani,2024,Januari,-
12,Sumatera Utara,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp5.230
13,Sumatera Barat,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp5.765
14,Riau,Jagung Pipilan Kering Tingkat Petani,2024,Januari,-
15,Jambi,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp5.500
16,Sumatera Selatan,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp6.658
17,Bengkulu,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp5.362
18,Lampung,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp6.390
32,Jawa Barat,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp6.484
33,Jawa Tengah,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp6.294
34,D.I Yogyakarta,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp7.124
35,Jawa Timur,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp7.009
36,Banten,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp5.497
51,Bali,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp6.889
52,Nusa Tenggara Barat,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp7.039
53,Nusa Tenggara Timur,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp6.671
61,Kalimantan Barat,Jagung Pipilan Kering Tingkat Petani,2024,Januari,-
62,Kalimantan Tengah,Jagung Pipilan Kering Tingkat Petani,2024,Januari,-
63,Kalimantan Selatan,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp6.977
71,Sulawesi Utara,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp6.727
72,Sulawesi Tengah,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp5.827
73,Sulawesi Selatan,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp6.315
74,Sulawesi Tenggara,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp7.409
75,Gorontalo,Jagung Pipilan Kering Tingkat Petani,2024,Januari,Rp5.468
76,Sulawesi Barat,Jagung Pipilan Kering Tingkat Petani,2024,Januari,-
11,Aceh,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
12,Sumatera Utara,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
13,Sumatera Barat,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
14,Riau,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
15,Jambi,Kedelai Biji Kering Tingkat Petani,2024,Januari,Rp11.000
16,Sumatera Selatan,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
17,Bengkulu,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
18,Lampung,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
32,Jawa Barat,Kedelai Biji Kering Tingkat Petani,2024,Januari,Rp11.621
33,Jawa Tengah,Kedelai Biji Kering Tingkat Petani,2024,Januari,Rp11.066
34,D.I Yogyakarta,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
35,Jawa Timur,Kedelai Biji Kering Tingkat Petani,2024,Januari,Rp12.053
36,Banten,Kedelai Biji Kering Tingkat Petani,2024,Januari,Rp10.000
51,Bali,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
52,Nusa Tenggara Barat,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
53,Nusa Tenggara Timur,Kedelai Biji Kering Tingkat Petani,2024,Januari,Rp13.000
61,Kalimantan Barat,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
62,Kalimantan Tengah,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
63,Kalimantan Selatan,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
71,Sulawesi Utara,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
72,Sulawesi Tengah,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
73,Sulawesi Selatan,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
74,Sulawesi Tenggara,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
75,Gorontalo,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
76,Sulawesi Barat,Kedelai Biji Kering Tingkat Petani,2024,Januari,-
11,Aceh,Bawang Merah Tingkat Petani,2024,Januari,-
12,Sumatera Utara,Bawang Merah Tingkat Petani,2024,Januari,Rp27.256
13,Sumatera Barat,Bawang Merah Tingkat Petani,2024,Januari,Rp21.001
14,Riau,Bawang Merah Tingkat Petani,2024,Januari,-
15,Jambi,Bawang Merah Tingkat Petani,2024,Januari,Rp18.731
16,Sumatera Selatan,Bawang Merah Tingkat Petani,2024,Januari,-
17,Bengkulu,Bawang Merah Tingkat Petani,2024,Januari,-
18,Lampung,Bawang Merah Tingkat Petani,2024,Januari,-
32,Jawa Barat,Bawang Merah Tingkat Petani,2024,Januari,Rp17.931
33,Jawa Tengah,Bawang Merah Tingkat Petani,2024,Januari,Rp19.688
34,D.I Yogyakarta,Bawang Merah Tingkat Petani,2024,Januari,Rp24.949
35,Jawa Timur,Bawang Merah Tingkat Petani,2024,Januari,Rp21.783
36,Banten,Bawang Merah Tingkat Petani,2024,Januari,Rp19.000
51,Bali,Bawang Merah Tingkat Petani,2024,Januari,Rp26.197
52,Nusa Tenggara Barat,Bawang Merah Tingkat Petani,2024,Januari,Rp24.006
53,Nusa Tenggara Timur,Bawang Merah Tingkat Petani,2024,Januari,Rp28.889
61,Kalimantan Barat,Bawang Merah Tingkat Petani,2024,Januari,-
62,Kalimantan Tengah,Bawang Merah Tingkat Petani,2024,Januari,-
63,Kalimantan Selatan,Bawang Merah Tingkat Petani,2024,Januari,Rp24.000
71,Sulawesi Utara,Bawang Merah Tingkat Petani,2024,Januari,-
72,Sulawesi Tengah,Bawang Merah Tingkat Petani,2024,Januari,-
73,Sulawesi Selatan,Bawang Merah Tingkat Petani,2024,Januari,Rp20.567
74,Sulawesi Tenggara,Bawang Merah Tingkat Petani,2024,Januari,-
75,Gorontalo,Bawang Merah Tingkat Petani,2024,Januari,-
76,Sulawesi Barat,Bawang Merah Tingkat Petani,2024,Januari,Rp27.000
11,Aceh,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp21.292
12,Sumatera Utara,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp25.600
13,Sumatera Barat,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp35.670
14,Riau,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp32.364
15,Jambi,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp36.032
16,Sumatera Selatan,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp35.528
17,Bengkulu,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp34.393
18,Lampung,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp46.397
32,Jawa Barat,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp39.610
33,Jawa Tengah,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp43.512
34,D.I Yogyakarta,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp40.012
35,Jawa Timur,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp40.156
36,Banten,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp40.355
51,Bali,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp65.000
52,Nusa Tenggara Barat,Cabai Merah Keriting Tingkat Petani,2024,Januari,-
53,Nusa Tenggara Timur,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp40.000
61,Kalimantan Barat,Cabai Merah Keriting Tingkat Petani,2024,Januari,-
62,Kalimantan Tengah,Cabai Merah Keriting Tingkat Petani,2024,Januari,-
63,Kalimantan Selatan,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp39.919
71,Sulawesi Utara,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp24.732
72,Sulawesi Tengah,Cabai Merah Keriting Tingkat Petani,2024,Januari,-
73,Sulawesi Selatan,Cabai Merah Keriting Tingkat Petani,2024,Januari,-
74,Sulawesi Tenggara,Cabai Merah Keriting Tingkat Petani,2024,Januari,-
75,Gorontalo,Cabai Merah Keriting Tingkat Petani,2024,Januari,-
76,Sulawesi Barat,Cabai Merah Keriting Tingkat Petani,2024,Januari,Rp30.500
11,Aceh,Cabai Rawit Merah Tingkat Petani,2024,Januari,-
12,Sumatera Utara,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp27.406
13,Sumatera Barat,Cabai Rawit Merah Tingkat Petani,2024,Januari,-
14,Riau,Cabai Rawit Merah Tingkat Petani,2024,Januari,-
15,Jambi,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp22.000
16,Sumatera Selatan,Cabai Rawit Merah Tingkat Petani,2024,Januari,-
17,Bengkulu,Cabai Rawit Merah Tingkat Petani,2024,Januari,-
18,Lampung,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp35.500
32,Jawa Barat,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp43.581
33,Jawa Tengah,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp42.796
34,D.I Yogyakarta,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp34.267
35,Jawa Timur,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp34.019
36,Banten,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp44.064
51,Bali,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp38.522
52,Nusa Tenggara Barat,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp31.590
53,Nusa Tenggara Timur,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp58.420
61,Kalimantan Barat,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp35.968
62,Kalimantan Tengah,Cabai Rawit Merah Tingkat Petani,2024,Januari,-
63,Kalimantan Selatan,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp36.626
71,Sulawesi Utara,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp38.336
72,Sulawesi Tengah,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp42.422
73,Sulawesi Selatan,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp42.104
74,Sulawesi Tenggara,Cabai Rawit Merah Tingkat Petani,2024,Januari,-
75,Gorontalo,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp40.435
76,Sulawesi Barat,Cabai Rawit Merah Tingkat Petani,2024,Januari,Rp10.000
11,Aceh,Sapi Hidup (Tingkat Peternak/RPH),2024,Januari,Rp52.665
12,Sumatera Utara,Sapi Hidup (Tingkat Peternak/RPH),2024,Januari,Rp50.887
13,Sumatera Barat,Sapi Hidup (Tingkat Peternak/RPH),2024,Januari,Rp55.891
